날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1911.11.3,108,5.9,-1.1,13.1
1911.11.4,108,7.4,1.1,14.2
1911.11.5,108,6.7,2.1,10.2
1911.11.6,108,8.1,3.7,12.7
1911.11.7,108,5,-0.9,12.4
1911.11.8,108,5.1,-2.1,11.7
1911.11.9,108,8.4,4,14.4
1911.11.10,108,4.5,-0.3,11.7
1911.11.11,108,7.6,-2.3,15.3
1911.11.12,108,10.6,5.7,14
1911.11.13,108,4.9,0.3,10.5
1911.11.14,108,11.1,2.6,13.9
1911.11.15,108,9.1,7.9,11.1
1911.11.16,108,11.9,10,13.7
1911.11.17,108,8.4,5.7,10.5
1911.11.18,108,4.4,-1.1,9.6
1911.11.19,108,6.4,2.9,11.2
1911.11.20,108,4,-1.3,10.5
1911.11.21,108,6.6,-1.4,13.5
1911.11.22,108,11.9,7.8,15.7
1911.11.23,108,11.8,9.3,14.7
1911.11.24,108,7.3,5.5,10.3
1911.11.25,108,3.6,0.3,8.4
1911.11.26,108,-0.4,-3.6,4.7
1911.11.27,108,-0.6,-4.8,3.5
1911.11.28,108,0.3,-1.7,2.3
1911.11.29,108,-2.2,-4.9,2
1911.11.30,108,0.1,-4.6,4.9
1911.12.1,108,3.1,-1.4,6
1911.12.2,108,5.5,1.3,9.5
1911.12.3,108,0.7,-2.8,6.1
1911.12.4,108,4.1,-3.8,8.7
1911.12.5,108,2.5,-4.6,7.5
1911.12.6,108,-5.5,-9,-2.2
1911.12.7,108,-0.9,-6.8,5
1911.12.8,108,1.4,-4.5,5.1
1911.12.9,108,-2.7,-6.3,1.2
1911.12.10,108,-5.1,-9.6,0.5
1911.12.11,108,-2.8,-8,0.9
1911.12.12,108,-4.4,-8.9,-1.5
1911.12.13,108,-4.1,-7.1,0
1911.12.14,108,-4.9,-7.4,-1.7
1911.12.15,108,-5.7,-12.5,-0.6
1911.12.16,108,-4.8,-9.1,-0.6
1911.12.17,108,-3.9,-11,2.8
1911.12.18,108,2.6,-5,5.8
1911.12.19,108,1.3,-3.1,5.8
1911.12.20,108,-8.6,-11.5,-3.1
1911.12.21,108,-10,-14.3,-6.5
1911.12.22,108,-8.1,-14.9,-2
1911.12.23,108,-5.1,-11.5,1
1911.12.24,108,-1.9,-5.3,2.7
1911.12.25,108,-1.8,-5.4,0.7
1911.12.26,108,-3.2,-7.1,0.8
1911.12.27,108,-7.5,-10.1,-5.1
1911.12.28,108,-8.6,-14.2,-4.2
1911.12.29,108,-8.8,-14.2,-2.6
1911.12.30,108,-4.6,-10,-0.6
1911.12.31,108,-0.1,-6.7,3.9
1912.1.1,108,-0.8,-7.3,4.2
1912.1.2,108,-9.4,-13.1,-5.4
1912.1.3,108,-6.8,-15.2,-2.5
1912.1.4,108,-2.1,-4,0.3
1912.1.5,108,-0.3,-5.9,5.1
1912.1.6,108,-2.3,-8.8,4.7
1912.1.7,108,-3.2,-9.3,2.8
1912.1.8,108,-3.9,-10.4,2.5
1912.1.9,108,-2,-8.4,2.7
1912.1.10,108,-4.2,-7.3,-0.4
1912.1.11,108,-6.6,-9.4,-3.3
1912.1.12,108,-7.5,-13,-3.2
1912.1.13,108,-9.5,-14.7,-4.6
1912.1.14,108,-8.4,-14.7,-2.2
1912.1.15,108,-7.8,-11.1,-4.3
1912.1.16,108,-9.5,-13.8,-4.3
1912.1.17,108,-5.3,-13.3,-0.5
1912.1.18,108,-2,-3.8,1.3
1912.1.19,108,-5.7,-10.6,-0.5
1912.1.20,108,-6.3,-12.9,1.2
1912.1.21,108,-3.8,-10,0.2
1912.1.22,108,-4.1,-8.6,0.1
1912.1.23,108,-5.7,-13.1,0.6
1912.1.24,108,-2,-9.1,3.5
1912.1.25,108,0.8,-2.5,3.4
1912.1.26,108,-0.6,-5.7,5.4
1912.1.27,108,-3.3,-7.9,4
1912.1.28,108,-4.2,-10,1.8
1912.1.29,108,-6.1,-10.9,-1.5
1912.1.30,108,-7.1,-14,-0.2
1912.1.31,108,-5.6,-14.5,2.2
1912.2.1,108,-2.6,-7.9,4
1912.2.2,108,-2.4,-9.9,5
1912.2.3,108,-0.4,-4.7,4.5
1912.2.4,108,-1.8,-8.7,5.7
1912.2.5,108,0.7,-4.7,5.7
1912.2.6,108,-3.9,-6.4,-0.6
1912.2.7,108,0.6,-7.4,6.6
1912.2.8,108,2.1,-1.7,8.3
1912.2.9,108,1.7,-2.3,7.8
1912.2.10,108,-1.7,-6.6,3.6
1912.2.11,108,-0.3,-6.6,5.6
1912.2.12,108,-2.3,-8.8,5.6
1912.2.13,108,0.5,-7.8,7.2
1912.2.14,108,6.3,0.9,11.2
1912.2.15,108,3.7,-1.8,8.2
1912.2.16,108,-1.2,-4.3,4.8
1912.2.17,108,-5.3,-6.8,-4.1
1912.2.18,108,-4.2,-6.1,-2.5
1912.2.19,108,-2.2,-6.4,2.3
1912.2.20,108,-1,-7.8,5.5
1912.2.21,108,0.2,-3.9,3.1
1912.2.22,108,2.5,0.1,5.3
1912.2.23,108,3.1,0.6,6
1912.2.24,108,5.2,1.7,9.4
1912.2.25,108,5.5,-0.4,12.8
1912.2.26,108,9.6,5.9,14.7
1912.2.27,108,8.9,3.2,14
1912.2.28,108,6.4,3.7,10.3
1912.2.29,108,1.3,0,4.7
1912.3.1,108,3.1,0.8,6.5
1912.3.2,108,4.7,-1.1,9.8
1912.3.3,108,7.1,4.2,10.1
1912.3.4,108,6.3,2.7,12.3
1912.3.5,108,5.4,-0.6,12
1912.3.6,108,5.1,0.4,10
1912.3.7,108,6.1,4,9.9
1912.3.8,108,2.1,-1.7,7.3
1912.3.9,108,1.4,-4.4,8.2
1912.3.10,108,3.7,-2.6,10.9
1912.3.11,108,4.2,-1.5,9.4
1912.3.12,108,-2.2,-4,0.7
1912.3.13,108,-1.2,-5.7,3.4
1912.3.14,108,-0.9,-6.8,4.3
1912.3.15,108,1.6,-4.9,8.2
1912.3.16,108,2.6,-2.8,7.8
1912.3.17,108,0.4,-0.7,4.3
1912.3.18,108,2.5,0.1,6.6
1912.3.19,108,3.3,-4.9,9.4
1912.3.20,108,10.5,4.5,15.6
1912.3.21,108,3.7,-0.6,10.2
1912.3.22,108,2.3,-3.5,7.3
1912.3.23,108,2.8,-4.4,9.1
1912.3.24,108,4.5,-2.7,12.8
1912.3.25,108,4.3,-2.7,11.2
1912.3.26,108,7,-2.7,16.3
1912.3.27,108,8.7,5.1,12.7
1912.3.28,108,8.7,0.4,15.7
1912.3.29,108,8,3.8,12.5
1912.3.30,108,4.8,0.2,10.6
1912.3.31,108,5.7,0.4,10.5
1912.4.1,108,6,-2.4,14.3
1912.4.2,108,7.8,0,15.5
1912.4.3,108,5.2,2.4,11
1912.4.4,108,5.2,0.4,10.6
1912.4.5,108,6,-2.5,13.6
1912.4.6,108,5.8,0.3,12.3
1912.4.7,108,9,0.6,18
1912.4.8,108,12.1,2.6,21.7
1912.4.9,108,7.7,5.7,13.4
1912.4.10,108,5.9,1.5,11.5
1912.4.11,108,6,1.1,10.7
1912.4.12,108,7.1,-0.4,14.6
1912.4.13,108,9.4,1.9,17.2
1912.4.14,108,9,6,12.9
1912.4.15,108,7.3,1.1,13.9
1912.4.16,108,6.5,0.7,13.5
1912.4.17,108,10.7,2.3,17.2
1912.4.18,108,10.9,6.5,17.7
1912.4.19,108,10.5,6,16.6
1912.4.20,108,12,3.8,20.8
1912.4.21,108,15.5,10.2,17.3
1912.4.22,108,16.4,11.6,20
1912.4.23,108,17.6,12.7,23.1
1912.4.24,108,13.4,9.4,18.7
1912.4.25,108,11.8,8.4,17.5
1912.4.26,108,11.4,7.5,17.4
1912.4.27,108,9.4,3.9,16
1912.4.28,108,12.2,3.5,19.5
1912.4.29,108,13.6,10.2,18.2
1912.4.30,108,12.1,9.7,16.4
1912.5.1,108,13.8,9.5,20.3
1912.5.2,108,14.3,8.2,21.2
1912.5.3,108,15.7,10.2,23
1912.5.4,108,11.3,8.3,15.9
1912.5.5,108,11.2,5,18.5
1912.5.6,108,13,6,17.6
1912.5.7,108,14.4,8.8,21.1
1912.5.8,108,11.9,5.2,19.1
1912.5.9,108,12,4.7,19.3
1912.5.10,108,13.5,5.7,20.4
1912.5.11,108,11.4,10.2,14.8
1912.5.12,108,10.9,9.1,14.7
1912.5.13,108,12.7,9.2,17.7
1912.5.14,108,13.5,7,21
1912.5.15,108,17.7,9.5,25.5
1912.5.16,108,18.5,11.5,25.2
1912.5.17,108,20.6,12.4,29.7
1912.5.18,108,19.3,14.8,22.5
1912.5.19,108,15.5,13.2,18.2
1912.5.20,108,12.8,11.1,15.2
1912.5.21,108,12.4,10.4,16.5
1912.5.22,108,13.6,7.2,20.3
1912.5.23,108,16,7.8,23.3
1912.5.24,108,17.1,11.3,23.7
1912.5.25,108,17.4,11.2,23.8
1912.5.26,108,17.4,13.5,23.5
1912.5.27,108,16.7,13.2,20.6
1912.5.28,108,14.4,6.9,21.8
1912.5.29,108,15.8,8.2,23.8
1912.5.30,108,16.2,11.3,22.2
1912.5.31,108,16.7,14.2,20.5
1912.6.1,108,18.1,12.3,27.4
1912.6.2,108,18.1,14.5,21.5
1912.6.3,108,20.3,14.7,26
1912.6.4,108,21.9,17.2,27.8
1912.6.5,108,21.8,13.3,30
1912.6.6,108,19.7,12.5,28.8
1912.6.7,108,21.1,16.3,26.1
1912.6.8,108,18.1,14.9,23.7
1912.6.9,108,18.2,14.5,22.8
1912.6.10,108,17.8,12.7,23.3
1912.6.11,108,19.4,13,25
1912.6.12,108,20,14.4,26.5
1912.6.13,108,20.1,14.7,26.9
1912.6.14,108,23.2,17.3,29
1912.6.15,108,20,17.3,23.8
1912.6.16,108,18.8,16,22.7
1912.6.17,108,21.1,14.8,27.8
1912.6.18,108,21.8,15.2,29.8
1912.6.19,108,21.6,15.9,29.9
1912.6.20,108,20.2,17.4,24
1912.6.21,108,19.8,16.8,24.8
1912.6.22,108,20.1,14.5,26.6
1912.6.23,108,21.9,17.5,28.7
1912.6.24,108,21.6,18,25.3
1912.6.25,108,23.3,19.1,29.3
1912.6.26,108,24.2,20.1,29.5
1912.6.27,108,22.7,18.4,28.2
1912.6.28,108,22.1,17.4,28.8
1912.6.29,108,22,14.4,29.8
1912.6.30,108,22,17.5,29.2
1912.7.1,108,23.8,16.2,31.2
1912.7.2,108,24.2,16.8,29.3
1912.7.3,108,23,16.3,29.6
1912.7.4,108,23.2,18.5,28.5
1912.7.5,108,24,17.7,30.4
1912.7.6,108,24.5,19.3,31.4
1912.7.7,108,23.8,19.8,28.7
1912.7.8,108,24.3,19.3,30
1912.7.9,108,25.7,20.5,29.6
1912.7.10,108,23,21.3,27.5
1912.7.11,108,24.7,21.1,29.8
1912.7.12,108,23.4,21.4,26.8
1912.7.13,108,24.4,19.9,27.8
1912.7.14,108,19.9,18.4,24.7
1912.7.15,108,20.8,18.2,23.3
1912.7.16,108,21.9,19.1,25.9
1912.7.17,108,24.8,21.2,28.8
1912.7.18,108,23.3,20.8,26
1912.7.19,108,23.4,21.4,28.1
1912.7.20,108,25.4,21.7,29.9
1912.7.21,108,24.8,22.3,27.2
1912.7.22,108,25,17.2,28
1912.7.23,108,20.7,16.9,25
1912.7.24,108,21.1,16.2,26.4
1912.7.25,108,22.8,16,28.3
1912.7.26,108,24.2,22,27.9
1912.7.27,108,25,21.2,29.4
1912.7.28,108,24.9,20.7,29.5
1912.7.29,108,26.2,22.3,32.2
1912.7.30,108,26,24,29
1912.7.31,108,27.1,24.7,30.8
1912.8.1,108,26.2,23.7,31.5
1912.8.2,108,27,24,32
1912.8.3,108,26.9,23.7,32.2
1912.8.4,108,27.3,23.4,32.7
1912.8.5,108,28.4,24,34
1912.8.6,108,26.9,24,31
1912.8.7,108,25.6,22.4,30.9
1912.8.8,108,25.5,20,31
1912.8.9,108,25.4,21.9,32.2
1912.8.10,108,27.1,21,33.2
1912.8.11,108,27.6,21,33
1912.8.12,108,26.2,23.4,31.3
1912.8.13,108,26,23.1,30.6
1912.8.14,108,26.2,21.8,31.5
1912.8.15,108,24.8,21.6,30.3
1912.8.16,108,22,21.4,24.9
1912.8.17,108,21.3,19.2,24.9
1912.8.18,108,20.3,19.1,21.5
1912.8.19,108,19.3,17.7,20.3
1912.8.20,108,22.1,18.9,23.4
1912.8.21,108,22.8,19.9,27.2
1912.8.22,108,23,19.6,26.9
1912.8.23,108,23.5,20.4,29
1912.8.24,108,23.6,18.8,29.5
1912.8.25,108,23.4,18.8,28.5
1912.8.26,108,23.9,20.4,27.5
1912.8.27,108,25.3,23,28.5
1912.8.28,108,24.6,21.6,28.2
1912.8.29,108,23.4,19.4,29.2
1912.8.30,108,24.1,20.2,29.3
1912.8.31,108,23.1,19,29.4
1912.9.1,108,23.9,19.3,32.2
1912.9.2,108,23.1,15.5,32.1
1912.9.3,108,24.1,19.6,29.3
1912.9.4,108,22.7,19.3,26.4
1912.9.5,108,21.2,20.1,22.7
1912.9.6,108,21.4,19.7,23.5
1912.9.7,108,20.9,17.4,26.7
1912.9.8,108,18.7,13,25.9
1912.9.9,108,17.6,15.8,21.3
1912.9.10,108,17.8,14.6,22.4
1912.9.11,108,13.5,7.8,20.8
1912.9.12,108,14.7,7.9,23.3
1912.9.13,108,18.5,11.6,24.7
1912.9.14,108,18.6,13,25.5
1912.9.15,108,15.3,8.4,24.7
1912.9.16,108,18.8,13.3,27
1912.9.17,108,15,9.4,23.3
1912.9.18,108,16.1,8.7,24.6
1912.9.19,108,17.7,9.6,24.3
1912.9.20,108,16.3,11,23.5
1912.9.21,108,15.7,10.6,23.2
1912.9.22,108,16.1,9.6,23.6
1912.9.23,108,16.5,8.9,23.3
1912.9.24,108,14.5,7.3,21.7
1912.9.25,108,14.8,8.1,22.3
1912.9.26,108,14.5,7.6,23
1912.9.27,108,15.5,9.6,23.5
1912.9.28,108,15.4,8.6,23.5
1912.9.29,108,15.8,9.4,24
1912.9.30,108,16.9,9.6,24.6
1912.10.1,108,16.6,10.8,23.8
1912.10.2,108,18.9,12.4,24.5
1912.10.3,108,19.5,14.2,25.3
1912.10.4,108,16.8,7.8,25.7
1912.10.5,108,18.5,12.4,25.4
1912.10.6,108,11.6,4.3,20.2
1912.10.7,108,9.3,1.1,14.8
1912.10.8,108,11.3,8.1,15.3
1912.10.9,108,10.7,6.2,15.9
1912.10.10,108,7.2,3.7,11.2
1912.10.11,108,8.3,1.4,16.3
1912.10.12,108,9.6,2.1,17.1
1912.10.13,108,10.6,3,18.6
1912.10.14,108,10.9,4.6,15.6
1912.10.15,108,11.7,7.5,14.5
1912.10.16,108,7.3,2,13.4
1912.10.17,108,7.6,-0.6,16.5
1912.10.18,108,10.2,2.1,17.9
1912.10.19,108,11.5,3.4,19.2
1912.10.20,108,12.4,3.7,18.7
1912.10.21,108,12.5,7.1,16.9
1912.10.22,108,3.3,-0.1,8.6
1912.10.23,108,6.5,-1.2,11.8
1912.10.24,108,12.3,6.3,17.8
1912.10.25,108,12.3,7.6,18.5
1912.10.26,108,7.6,1.2,17.1
1912.10.27,108,12,3.6,19.3
1912.10.28,108,13.5,7.9,18.2
1912.10.29,108,8.5,2.9,15
1912.10.30,108,7.9,-0.1,16.3
1912.10.31,108,6.4,1.3,12.7
1912.11.1,108,3.8,-2.6,11.7
1912.11.2,108,6.9,-2.2,14.7
1912.11.3,108,10,3.6,15.5
1912.11.4,108,13.6,9.4,16.5
1912.11.5,108,7,3.4,13.5
1912.11.6,108,-1.4,-5.1,4.4
1912.11.7,108,-2.9,-7.8,2
1912.11.8,108,-4.2,-7.7,-0.4
1912.11.9,108,-2.1,-6.2,0.6
1912.11.10,108,2.1,-4.7,6.7
1912.11.11,108,5,-1.2,10.9
1912.11.12,108,4.9,0,10.2
1912.11.13,108,5.3,-1,11.8
1912.11.14,108,-2.9,-6.5,7
1912.11.15,108,-5.6,-9.2,-1.7
1912.11.16,108,-1.6,-9.9,2.2
1912.11.17,108,6.8,1.3,11
1912.11.18,108,6,2.2,9.7
1912.11.19,108,-1.3,-4.3,2.8
1912.11.20,108,-3.6,-6.6,-0.1
1912.11.21,108,-3.2,-9.2,3.5
1912.11.22,108,0.4,-6,7.7
1912.11.23,108,2.1,-4.6,8.8
1912.11.24,108,2.1,-3.1,9.3
1912.11.25,108,-1.2,-6.1,4.6
1912.11.26,108,-0.8,-4.6,4.5
1912.11.27,108,-0.3,-6.2,6.2
1912.11.28,108,0.2,-5.3,6.2
1912.11.29,108,-3.3,-7.6,2.5
1912.11.30,108,-1,-7.2,2.5
1912.12.1,108,1.2,-1.3,4.8
1912.12.2,108,-0.8,-7.3,3.7
1912.12.3,108,0.9,-3.8,5.4
1912.12.4,108,-0.2,-6.1,5.8
1912.12.5,108,2,-3.8,8.8
1912.12.6,108,1.4,-4.4,8.4
1912.12.7,108,-0.5,-6.2,6.7
1912.12.8,108,-7.9,-10.9,-4.8
1912.12.9,108,-7.6,-13,-1.6
1912.12.10,108,-7.8,-14.2,-2.5
1912.12.11,108,-2.8,-11.4,2.8
1912.12.12,108,0.6,-3.1,3.9
1912.12.13,108,-1.5,-7.1,3.8
1912.12.14,108,-0.7,-3.2,2.4
1912.12.15,108,-0.5,-5.5,4
1912.12.16,108,-1.4,-5.7,3.2
1912.12.17,108,-0.1,-6.9,4.6
1912.12.18,108,0.4,-2.4,2.3
1912.12.19,108,-3,-6.4,2.3
1912.12.20,108,-2.9,-7.1,1.7
1912.12.21,108,-3.2,-6.6,0.8
1912.12.22,108,-5.9,-11.2,-1.1
1912.12.23,108,-12.7,-15.4,-9.3
1912.12.24,108,-11.4,-18.6,-7.2
1912.12.25,108,-6.4,-9.5,-2.1
1912.12.26,108,-5.6,-12.8,-0.7
1912.12.27,108,-1.2,-3.7,1
1912.12.28,108,-1.6,-5.1,1.8
1912.12.29,108,-3.2,-8.4,3.3
1912.12.30,108,-4.2,-10.4,0.2
1912.12.31,108,-8.1,-13.7,-4.4
1913.1.1,108,-9.6,-16.9,-4.2
1913.1.2,108,-2.4,-10.1,1
1913.1.3,108,1.3,-2.6,6.3
1913.1.4,108,-8.6,-17.8,-1.3
1913.1.5,108,-13.1,-18.8,-7.3
1913.1.6,108,-11.4,-17.7,-4.6
1913.1.7,108,-4.6,-10.3,-0.6
1913.1.8,108,-0.3,-6.9,3.1
1913.1.9,108,0.1,-3.9,3.5
1913.1.10,108,-5.2,-9.5,-1.3
1913.1.11,108,-7.6,-11,-2.6
1913.1.12,108,-11.7,-18.2,-6.3
1913.1.13,108,-11.7,-17,-5.1
1913.1.14,108,-9,-18.9,-4.2
1913.1.15,108,-1.7,-6.1,1.3
1913.1.16,108,2,-3.2,5.1
1913.1.17,108,0.3,-3.2,2.7
1913.1.18,108,-2.9,-6.7,0.8
1913.1.19,108,-3.9,-10.3,-0.6
1913.1.20,108,-0.1,-2.5,3.6
1913.1.21,108,0.8,-5.6,4.5
1913.1.22,108,1.7,-2.2,4.6
1913.1.23,108,-4.4,-7.2,-0.4
1913.1.24,108,-7.6,-10.4,-3.5
1913.1.25,108,-9.3,-14,-4
1913.1.26,108,-9.5,-15,-2.3
1913.1.27,108,-6.9,-14.4,-0.5
1913.1.28,108,-2.7,-9.8,2.4
1913.1.29,108,-6.3,-11.8,-0.7
1913.1.30,108,-10,-14,-3.5
1913.1.31,108,-3.7,-12.4,3.4
1913.2.1,108,-5.1,-11.5,3
1913.2.2,108,-3,-9.2,2.7
1913.2.3,108,-0.3,-7.5,4.4
1913.2.4,108,2.3,-0.4,5.2
1913.2.5,108,1.9,-1.9,4.1
1913.2.6,108,-8.3,-11.9,0.3
1913.2.7,108,-9.5,-13.3,-4.9
1913.2.8,108,-12.6,-17.5,-8.8
1913.2.9,108,-15.9,-19.6,-12.1
1913.2.10,108,-12.7,-17.2,-9.5
1913.2.11,108,-6.4,-11.8,-1.6
1913.2.12,108,-4.3,-11.4,0.3
1913.2.13,108,0,-4,4.6
1913.2.14,108,-1.6,-5.8,3.7
1913.2.15,108,-1.5,-7.2,4.4
1913.2.16,108,-3.3,-8.7,1.8
1913.2.17,108,-3.2,-9.4,3
1913.2.18,108,0.5,-6.3,6.8
1913.2.19,108,0.3,-3.3,4.6
1913.2.20,108,0.8,-5.6,8.7
1913.2.21,108,4.2,-3.3,11.5
1913.2.22,108,0.3,-7,4.4
1913.2.23,108,-5.7,-9.5,-1.4
1913.2.24,108,-3.8,-10.2,3.4
1913.2.25,108,-2.8,-8.6,3.2
1913.2.26,108,-4.6,-7.9,-1.3
1913.2.27,108,-4.8,-10.2,-0.7
1913.2.28,108,-4,-9.3,1.6
1913.3.1,108,-4.4,-7.5,-0.6
1913.3.2,108,-5,-11.4,0.9
1913.3.3,108,-1.8,-8.5,4.3
1913.3.4,108,-3.2,-7.2,1.2
1913.3.5,108,0.1,-9.3,6.8
1913.3.6,108,-1.9,-7.6,3.6
1913.3.7,108,-7.2,-12,-2.1
1913.3.8,108,-5,-10.8,0.8
1913.3.9,108,-3.6,-10.2,3.3
1913.3.10,108,-2.5,-9.6,4.5
1913.3.11,108,-1.4,-7.5,5.3
1913.3.12,108,0.4,-7.2,5.8
1913.3.13,108,1.2,-2.8,6.1
1913.3.14,108,0.1,-6.8,7.9
1913.3.15,108,2.7,-5.1,11.8
1913.3.16,108,7.1,0.4,15.3
1913.3.17,108,8.5,-1.6,18.4
1913.3.18,108,9.9,5.7,16
1913.3.19,108,9.1,2.7,15.7
1913.3.20,108,6.2,2.6,8.4
1913.3.21,108,3.9,0.1,9.7
1913.3.22,108,2,-0.6,6.2
1913.3.23,108,1.8,-3.9,7.6
1913.3.24,108,3.4,-1.8,9.8
1913.3.25,108,2.5,-0.6,4.9
1913.3.26,108,2.3,-3.1,8
1913.3.27,108,4.1,-2.5,10.9
1913.3.28,108,8.1,4,13.2
1913.3.29,108,6.7,0.6,14.2
1913.3.30,108,7.3,-0.6,15.1
1913.3.31,108,7.9,0.9,16.8
1913.4.1,108,9.3,0.7,18.1
1913.4.2,108,13.2,6.2,23
1913.4.3,108,12.6,3.5,23.5
1913.4.4,108,12.3,4.4,22.8
1913.4.5,108,9.5,5.2,12
1913.4.6,108,12.1,10,14.5
1913.4.7,108,11.9,6.2,19.5
1913.4.8,108,9.5,5.9,14.3
1913.4.9,108,8.2,2.8,14.8
1913.4.10,108,8.9,3,16
1913.4.11,108,9.8,2.4,15.4
1913.4.12,108,9.7,6.1,14.2
1913.4.13,108,8.8,1.4,16.1
1913.4.14,108,10.8,6,18.4
1913.4.15,108,9.5,3,16.7
1913.4.16,108,8.3,1.1,15.5
1913.4.17,108,8.4,2,15.2
1913.4.18,108,8.6,0.9,16.6
1913.4.19,108,8.9,2.2,17.3
1913.4.20,108,11.2,5.3,19
1913.4.21,108,16.2,5.4,25.6
1913.4.22,108,14.2,10.8,18.2
1913.4.23,108,8.5,6.5,14.3
1913.4.24,108,10.9,4.6,15.3
1913.4.25,108,14.5,11.4,17.7
1913.4.26,108,14.1,11.5,16.8
1913.4.27,108,12.1,8.5,17
1913.4.28,108,10.5,6.5,15.7
1913.4.29,108,11.8,5.9,17.6
1913.4.30,108,13.8,6.7,20.6
1913.5.1,108,13.3,9.8,19.5
1913.5.2,108,11.7,9.3,15.3
1913.5.3,108,12.9,8.2,19
1913.5.4,108,13.1,5.3,21.5
1913.5.5,108,13.2,7,20.4
1913.5.6,108,14.1,6.7,20.8
1913.5.7,108,13,10.8,18.5
1913.5.8,108,13.7,8.9,19.5
1913.5.9,108,11.6,9.1,14.5
1913.5.10,108,11.9,5.4,19.4
1913.5.11,108,12.7,5,20.1
1913.5.12,108,14.5,10.8,17.2
1913.5.13,108,16.5,13,20.6
1913.5.14,108,14.1,10.4,19.5
1913.5.15,108,11.5,10.1,16.8
1913.5.16,108,12.8,10.1,17.5
1913.5.17,108,13.1,7.2,17.9
1913.5.18,108,12.1,9.3,14.7
1913.5.19,108,14.2,10.6,20
1913.5.20,108,11.8,7.7,16.9
1913.5.21,108,12.8,6.7,20.2
1913.5.22,108,14.6,7.6,21.6
1913.5.23,108,15.2,8.2,23.3
1913.5.24,108,19.7,9.2,30
1913.5.25,108,20.2,15.2,27.5
1913.5.26,108,16.9,13.8,21.9
1913.5.27,108,16.6,12.3,23.1
1913.5.28,108,17.4,10.2,25.1
1913.5.29,108,15.2,13,19.9
1913.5.30,108,18.3,9.4,27.1
1913.5.31,108,18.8,10.1,27
1913.6.1,108,20.6,14.2,27.4
1913.6.2,108,21.1,14,27.4
1913.6.3,108,20.6,18.5,24.2
1913.6.4,108,20.8,17.1,26.4
1913.6.5,108,22.5,17.5,27.7
1913.6.6,108,21.5,16.5,27.8
1913.6.7,108,20,16.7,25
1913.6.8,108,22.6,15.3,29.2
1913.6.9,108,19.6,16,23.8
1913.6.10,108,22,15.2,26.8
1913.6.11,108,21.5,17,27.1
1913.6.12,108,20.7,16.5,25.7
1913.6.13,108,22.4,16.8,28
1913.6.14,108,23.4,18.3,30.8
1913.6.15,108,19.3,14.9,23.7
1913.6.16,108,18.6,17.1,21
1913.6.17,108,19,16.7,22.8
1913.6.18,108,19.3,14.3,26.1
1913.6.19,108,18.6,16.4,23
1913.6.20,108,20.6,16.3,27.1
1913.6.21,108,18.1,15.4,23.5
1913.6.22,108,19.6,15.9,25.6
1913.6.23,108,21.1,13.3,26.9
1913.6.24,108,21.3,17.1,25.1
1913.6.25,108,19,15.7,23.6
1913.6.26,108,19.5,16.6,23.8
1913.6.27,108,17.3,14.9,20.8
1913.6.28,108,17.2,14.8,19.7
1913.6.29,108,19.1,15.7,23.6
1913.6.30,108,20.1,17.4,24.6
1913.7.1,108,21.4,17.6,27.1
1913.7.2,108,21.2,15.9,26.7
1913.7.3,108,19.3,16.9,21.8
1913.7.4,108,20.2,16.9,24
1913.7.5,108,19.6,13.7,25.1
1913.7.6,108,21.8,18.2,27.7
1913.7.7,108,20.2,17.2,24.5
1913.7.8,108,19.6,14.6,25.2
1913.7.9,108,19.2,13,26.1
1913.7.10,108,21,14.7,27.9
1913.7.11,108,22.8,15.1,29.5
1913.7.12,108,20.8,19.4,23.7
1913.7.13,108,21.4,19.4,22.2
1913.7.14,108,23.7,19.8,28.4
1913.7.15,108,24.1,21.5,29.1
1913.7.16,108,21.2,19.7,22.4
1913.7.17,108,20.7,18.8,22.3
1913.7.18,108,21.4,19.6,23.5
1913.7.19,108,21.1,19.2,22.8
1913.7.20,108,23.5,18.1,28.1
1913.7.21,108,23.7,21.1,27
1913.7.22,108,20.5,19.2,23.2
1913.7.23,108,21.2,18.4,25.3
1913.7.24,108,23.3,20.1,29.1
1913.7.25,108,24.7,20.9,30.3
1913.7.26,108,24.8,20.7,30
1913.7.27,108,25.3,20.5,30.3
1913.7.28,108,26.1,22,30
1913.7.29,108,24.6,23.7,26
1913.7.30,108,25.9,21.8,30.7
1913.7.31,108,27,23.7,29
1913.8.1,108,26.2,23.1,31.7
1913.8.2,108,25.6,22,31.5
1913.8.3,108,22.8,17.4,28.9
1913.8.4,108,22.7,16.9,29.3
1913.8.5,108,22.5,17,29
1913.8.6,108,23.3,17.6,29.8
1913.8.7,108,24.4,19.4,31.5
1913.8.8,108,25.1,19.6,31.7
1913.8.9,108,24.2,19.1,30.1
1913.8.10,108,25.4,22.6,28.9
1913.8.11,108,25,22.9,27.8
1913.8.12,108,24.5,22.9,25.7
1913.8.13,108,25,23.2,27.1
1913.8.14,108,24.5,21.9,29.2
1913.8.15,108,24.2,18.5,31.4
1913.8.16,108,24.4,18.5,29.5
1913.8.17,108,25.9,24.3,28
1913.8.18,108,25.6,23.3,29.9
1913.8.19,108,24.3,21.8,27.9
1913.8.20,108,22.6,19.5,26.1
1913.8.21,108,25.5,21.5,31.4
1913.8.22,108,24.5,19.2,30
1913.8.23,108,23,17.4,29.3
